image_path,label,area,convex_hull_area,solidity,perimeter,width,height,longest_path,center_of_mass_x,center_of_mass_y,convex_hull_vertices
dataset_augment/Apple/Apple_rust/image (60)_augmented_363.JPG,0,25890.0,35011.5,0.7394713165674136,1110.867092847824,190,246,1947,86.56214754731556,96.72862108922364,13
dataset_augment/Apple/Apple_rust/image (162)_augmented_1209.JPG,0,32054.0,35608.5,0.9001783282081526,953.3107439279556,238,233,1599,120.55331627877956,121.60713171523055,22
dataset_augment/Apple/Apple_rust/image (64)_augmented_1422.JPG,0,18252.0,19467.5,0.9375626043405676,651.546244263649,135,195,1358,132.69011615165462,121.19586894586895,24
dataset_augment/Apple/Apple_rust/image (246).JPG,0,34544.0,36835.5,0.9377909896702908,805.6538897752762,217,218,1586,125.694621352478,125.49623668364984,33
dataset_augment/Apple/Apple_rust/image (245)_augmented_1227.JPG,0,29680.0,35884.5,0.8270980506904095,943.8965303897858,214,245,1736,119.75559299191374,108.85043800539084,18
dataset_augment/Apple/Apple_rust/image (81).JPG,0,19329.0,24740.5,0.7812695782219438,853.9554054737091,155,247,1773,127.46510424750375,104.53292979460913,22
dataset_augment/Apple/Apple_rust/image (47)_augmented_1317.JPG,0,33818.0,35918.0,0.9415334929561779,870.6000670194626,198,239,1720,124.68921875924065,117.84588089183275,30
dataset_augment/Apple/Apple_rust/image (49)_augmented_495.JPG,0,15640.0,18631.5,0.8394385851917452,764.0904005765915,190,143,1339,117.56086956521739,130.7383631713555,18
dataset_augment/Apple/Apple_rust/image (138).JPG,0,35149.0,44788.5,0.7847773423981602,1839.4756308794022,256,228,1995,123.61230760476828,118.06193632820279,16
dataset_augment/Apple/Apple_rust/image (123)_augmented_850.JPG,0,56625.0,59087.0,0.9583326281584782,1079.7401144504547,256,256,2280,144.0422958057395,122.47154083885209,8
dataset_augment/Apple/Apple_rust/image (82)_augmented_456.JPG,0,31500.0,39768.0,0.7920941460470731,1173.5989227294922,212,256,1715,113.5188888888889,134.55768253968253,14
dataset_augment/Apple/Apple_rust/image (94)_augmented_1434.JPG,0,34600.0,40254.0,0.8595419088786208,1309.6355415582657,222,233,1652,140.51884393063582,131.14895953757227,18
dataset_augment/Apple/Apple_rust/image (57)_augmented_1565.JPG,0,15496.0,17015.0,0.9107258301498677,615.0609630346298,136,171,1160,118.64016520392359,132.81362932369643,23
dataset_augment/Apple/Apple_rust/image (57)_augmented_1217.JPG,0,30069.0,34361.5,0.8750782125343771,921.6711347103119,221,221,1519,119.18497455851542,132.01536466127905,21
dataset_augment/Apple/Apple_rust/image (208)_augmented_1221.JPG,0,13074.0,13712.5,0.953436645396536,575.1025931835175,170,159,1503,101.35344959461527,125.17370353373107,28
dataset_augment/Apple/Apple_rust/image (37)_augmented_292.JPG,0,41634.0,51785.0,0.8039779859032539,2082.9511437416077,256,245,2024,135.58471441610223,136.16515348032857,11
dataset_augment/Apple/Apple_rust/image (144)_augmented_784.JPG,0,31309.0,35580.0,0.8799606520517145,1171.295719742775,181,256,1776,129.288128014309,126.40665623303204,18
dataset_augment/Apple/Apple_rust/image (70)_augmented_1294.JPG,0,25110.0,30941.0,0.8115445525354708,1266.7804111242294,219,198,1598,127.2726005575468,90.39374751095181,21
dataset_augment/Apple/Apple_rust/image (211).JPG,0,23781.0,29076.5,0.8178769796915034,902.1980460882187,238,186,1503,124.4385433749632,108.81716496362642,20
dataset_augment/Apple/Apple_rust/image (159)_augmented_866.JPG,0,38615.0,46089.0,0.8378354921998742,1295.3036036491394,232,232,1749,142.0634986404247,131.64547455651947,14
dataset_augment/Apple/Apple_rust/image (133).JPG,0,32124.0,36727.5,0.8746579538492955,987.6711347103119,222,234,1645,138.15306313036982,138.26765035487486,21
dataset_augment/Apple/Apple_rust/image (130)_augmented_1250.JPG,0,40135.0,42480.0,0.9447975517890772,880.6000670194626,210,256,1857,128.49664881026536,120.0166936589012,24
dataset_augment/Apple/Apple_rust/image (65).JPG,0,41975.0,56494.0,0.7429992565582185,2403.9381605386734,256,256,2329,140.85727218582488,135.57067301965455,9
dataset_augment/Apple/Apple_rust/image (218)_augmented_1385.JPG,0,37319.0,50667.0,0.736554364773916,2135.4885700941086,256,238,2005,116.0640960368713,144.16361638843483,8
dataset_augment/Apple/Apple_rust/image (241)_augmented_613.JPG,0,19784.0,36688.5,0.5392425419409351,1894.9520151615143,250,256,2267,156.13015568135867,73.0240093004448,10
dataset_augment/Apple/Apple_rust/image (72)_augmented_1421.JPG,0,41789.0,43587.0,0.9587491683300067,941.4284940958023,217,256,1797,149.30285481825362,132.25868051401088,26
dataset_augment/Apple/Apple_rust/image (2)_augmented_434.JPG,0,41890.0,49157.0,0.8521675448054193,1328.6173119544983,256,245,2037,119.2016710432084,140.05827166388158,15
dataset_augment/Apple/Apple_rust/image (33)_augmented_1290.JPG,0,23481.0,31657.5,0.7417199715707178,1324.3396620750427,238,187,1831,113.30820663515182,135.85285975895405,18
dataset_augment/Apple/Apple_rust/image (161)_augmented_1287.JPG,0,47317.0,52750.0,0.8970047393364929,1170.5756818056107,256,245,2089,124.5894498805926,137.0314686053638,10
dataset_augment/Apple/Apple_rust/image (164).JPG,0,27755.0,32269.5,0.8601000945164939,889.5117543935776,209,229,1575,146.37135651234013,126.5964330751216,22
dataset_augment/Apple/Apple_rust/image (192)_augmented_325.JPG,0,29173.0,32644.5,0.8936574308076399,901.3868639469147,227,220,1847,125.94172693929318,130.31844513762726,22
dataset_augment/Apple/Apple_rust/image (150)_augmented_1274.JPG,0,33030.0,36200.5,0.9124183367633044,926.2985513210297,227,230,1993,106.08353012412958,128.47332727823192,19
dataset_augment/Apple/Apple_rust/image (68)_augmented_1557.JPG,0,38468.0,52873.0,0.7275547065610046,1782.4895251989365,256,256,2224,134.45484558594157,139.8150410730997,8
dataset_augment/Apple/Apple_rust/image (95)_augmented_712.JPG,0,31332.0,32891.5,0.9525865345149963,807.2274836301804,197,234,1626,125.62137750542577,123.85337673943572,33
dataset_augment/Apple/Apple_rust/image (232)_augmented_1413.JPG,0,36002.0,51412.5,0.7002577194262096,2474.4713789224625,256,247,1879,123.38595078051219,135.4812510416088,13
dataset_augment/Apple/Apple_rust/image (82)_augmented_1423.JPG,0,30553.0,35134.0,0.8696134798201173,1116.1820602416992,193,246,1551,118.15504205806303,135.2938500310935,21
dataset_augment/Apple/Apple_rust/image (134)_augmented_1243.JPG,0,30579.0,32716.0,0.9346802787626849,774.9259679317474,213,233,1519,126.62170116746788,140.6024722849014,27
dataset_augment/Apple/Apple_rust/image (66)_augmented_941.JPG,0,23653.0,32477.0,0.7283000277119192,1764.1666091680527,163,256,1647,137.96190758043377,132.90483236798715,14
dataset_augment/Apple/Apple_rust/image (79)_augmented_1091.JPG,0,29227.0,30906.0,0.9456739791626222,733.8132700920105,185,232,1590,122.92640366784138,123.69168919150101,28
dataset_augment/Apple/Apple_rust/image (18)_augmented_607.JPG,0,29013.0,30502.5,0.9511679370543398,743.5706294775009,172,247,1682,122.28659566401268,140.6781098128425,26
dataset_augment/Apple/Apple_rust/image (32).JPG,0,29605.0,31432.0,0.9418745227793331,841.5706294775009,189,224,1559,109.18341496368856,137.2298935990542,33
dataset_augment/Apple/Apple_rust/image (141)_augmented_554.JPG,0,21435.0,23004.0,0.9317944705268649,680.4163014888763,156,202,1392,134.9393048752041,137.3438768369489,26
dataset_augment/Apple/Apple_rust/image (16)_augmented_987.JPG,0,36152.0,47434.0,0.762153729392419,1968.3071384429932,220,256,2040,123.57191856605444,139.43303275060853,15
dataset_augment/Apple/Apple_rust/image (41)_augmented_484.JPG,0,22893.0,26377.5,0.8678987773670742,738.0731556415558,169,237,1592,111.01493906434281,120.6258681693094,25
dataset_augment/Apple/Apple_rust/image (77)_augmented_1037.JPG,0,27149.0,36164.0,0.750718947019135,1129.9137753248215,222,256,1717,111.62698441931563,108.09031640207742,15
dataset_augment/Apple/Apple_rust/image (232)_augmented_955.JPG,0,35312.0,39749.0,0.8883745503031523,954.9015827178955,231,207,1683,118.13629927503398,129.283331445401,24
dataset_augment/Apple/Apple_rust/image (67)_augmented_1057.JPG,0,23251.0,34023.5,0.683380604582127,1228.1980460882187,206,227,1554,110.39138101587028,124.2213238140295,15
dataset_augment/Apple/Apple_rust/image (275)_augmented_682.JPG,0,11559.0,12356.0,0.9354969245710586,480.67618703842163,111,155,1079,128.6837096634657,138.81218098451424,22
dataset_augment/Apple/Apple_rust/image (263)_augmented_1567.JPG,0,19921.0,25873.0,0.769953233100143,1618.059057354927,185,203,1606,147.46804879273128,128.17589478439837,22
dataset_augment/Apple/Apple_rust/image (239)_augmented_933.JPG,0,20645.0,25572.5,0.8073125427705543,1285.2739506959915,199,186,1426,119.68898038265924,115.57147008961007,22
dataset_augment/Apple/Apple_rust/image (172).JPG,0,22380.0,25696.0,0.8709526774595268,895.3868639469147,166,210,1653,114.45008936550491,121.15236818588025,23
dataset_augment/Apple/Apple_rust/image (193)_augmented_459.JPG,0,57560.0,60857.5,0.945816045680483,1424.3746713399887,256,256,2252,120.29867963863795,124.5294127866574,18
dataset_augment/Apple/Apple_rust/image (7).JPG,0,20813.0,21962.0,0.9476823604407613,670.2741661071777,151,187,1330,129.66703502618554,142.8410608754144,24
dataset_augment/Apple/Apple_rust/image (167)_augmented_1526.JPG,0,49017.0,56776.0,0.8633401437226997,1395.8305150270462,256,256,2173,140.2630923965155,133.73509190688944,13
dataset_augment/Apple/Apple_rust/image (24).JPG,0,33253.0,34310.0,0.9691926552025648,749.5117543935776,217,225,1548,123.55685201335218,126.48290379815354,35
dataset_augment/Apple/Apple_rust/image (174)_augmented_859.JPG,0,34804.0,51039.0,0.681909912028057,1495.0782079696655,256,256,2050,160.72799103551316,121.547523273187,8
dataset_augment/Apple/Apple_rust/image (274)_augmented_908.JPG,0,31638.0,48372.5,0.6540493048736369,2069.203036427498,256,244,2161,124.62304823313737,104.21388836209621,10
dataset_augment/Apple/Apple_rust/image (267)_augmented_1010.JPG,0,30457.0,32737.5,0.9303398243604429,808.7422024011612,190,241,1682,118.67951538234232,123.77775224086417,28
dataset_augment/Apple/Apple_rust/image (126)_augmented_1426.JPG,0,38900.0,45189.0,0.8608289628006816,1374.9015827178955,206,238,1905,105.84449871465296,122.37984575835476,10
dataset_augment/Apple/Apple_rust/image (23)_augmented_1019.JPG,0,45382.0,54055.0,0.8395523078346129,1415.747254729271,256,244,2083,130.6993301308889,139.03036446168085,8
dataset_augment/Apple/Apple_rust/image (193)_augmented_1279.JPG,0,25008.0,27016.5,0.9256565432235856,959.8477599620819,182,177,1519,114.87795905310301,136.71193218170185,20
dataset_augment/Apple/Apple_rust/image (173)_augmented_1637.JPG,0,31026.0,42176.5,0.7356229179756499,1787.3501000404358,225,251,2040,130.23970218526398,123.94011474247405,15
dataset_augment/Apple/Apple_rust/image (125)_augmented_1632.JPG,0,22047.0,26223.0,0.840750486214392,847.9554054737091,177,237,1642,134.19671610649976,132.97260398240124,22
dataset_augment/Apple/Apple_rust/image (193)_augmented_1537.JPG,0,59902.0,62964.0,0.9513690362746966,1369.9482651948929,256,256,2309,119.03529097525958,123.25511669059463,8
dataset_augment/Apple/Apple_rust/image (230)_augmented_1389.JPG,0,22241.0,23362.0,0.9520160945124562,653.6295045614243,177,181,1400,125.46522188750505,120.29980666336945,28
dataset_augment/Apple/Apple_rust/image (141)_augmented_1163.JPG,0,41929.0,44522.0,0.9417591303175958,981.4385987520218,207,238,1949,95.36692980991677,115.42674521214434,14
dataset_augment/Apple/Apple_rust/image (94)_augmented_907.JPG,0,21018.0,24689.5,0.8512930598027502,814.9015827178955,182,186,1318,147.66167094871062,116.26581977352745,18
dataset_augment/Apple/Apple_rust/image (32)_augmented_1050.JPG,0,30023.0,32007.0,0.938013559533852,832.6000670194626,193,226,1567,109.79439096692536,137.40462312227294,28
dataset_augment/Apple/Apple_rust/image (134)_augmented_1109.JPG,0,40387.0,42064.5,0.960120766917472,847.5706294775009,234,246,1713,129.68690420184714,152.31066927476664,25
dataset_augment/Apple/Apple_rust/image (125).JPG,0,21919.0,26224.5,0.8358214646609087,861.4701242446899,177,237,1658,133.92590902869657,132.89607190109038,21
dataset_augment/Apple/Apple_rust/image (225)_augmented_280.JPG,0,18002.0,23310.0,0.7722865722865723,1006.7005722522736,221,150,1666,129.21769803355184,137.61382068659037,17
dataset_augment/Apple/Apple_rust/image (221)_augmented_398.JPG,0,30980.0,37761.5,0.82041232472227,1083.4873691797256,222,242,1587,108.76071659134925,130.52682375726275,11
dataset_augment/Apple/Apple_rust/image (262)_augmented_1412.JPG,0,12690.0,13193.5,0.9618372683518399,542.8599525690079,183,132,1420,130.4754137115839,120.15374310480694,26
dataset_augment/Apple/Apple_rust/image (79)_augmented_1481.JPG,0,29288.0,30998.0,0.944835150654881,735.3279888629913,185,232,1589,122.85519666757716,123.67911772739689,27
dataset_augment/Apple/Apple_rust/image (77)_augmented_806.JPG,0,19928.0,25365.0,0.7856495170510546,833.7300097942352,175,223,1525,120.40009032517061,107.98695303091128,19
dataset_augment/Apple/Apple_rust/image (73).JPG,0,39817.0,55356.5,0.7192831916757743,2079.193420767784,256,256,2105,147.2498681467715,131.34136172991435,10
dataset_augment/Apple/Apple_rust/image (268)_augmented_536.JPG,0,13422.0,15702.0,0.8547955674436377,628.1320307254791,140,181,1562,113.56161525853076,123.69997019818209,24
dataset_augment/Apple/Apple_rust/image (150)_augmented_375.JPG,0,28276.0,30726.0,0.9202629694721083,851.1269783973694,215,218,1836,118.94532465695289,121.98235252510963,30
dataset_augment/Apple/Apple_rust/image (193)_augmented_698.JPG,0,57422.0,62171.0,0.9236139035884898,1413.5046141147614,256,256,2185,115.17021350701822,128.72181393890844,8
dataset_augment/Apple/Apple_rust/image (272)_augmented_1260.JPG,0,35440.0,39758.5,0.8913817171170945,1261.1432214975357,236,243,1638,123.06360045146727,119.59418735891647,23
dataset_augment/Apple/Apple_rust/image (45)_augmented_1400.JPG,0,17051.0,18240.0,0.9348135964912281,581.1025931835175,132,196,1354,151.4297108673978,125.48102750571815,22
dataset_augment/Apple/Apple_rust/image (190)_augmented_1520.JPG,0,45634.0,46706.0,0.9770479167558772,912.256921172142,256,232,1874,131.35909628785555,136.93298856116053,26
dataset_augment/Apple/Apple_rust/image (65)_augmented_978.JPG,0,46300.0,54053.0,0.8565667030507095,1873.0005629062653,256,256,2323,128.69224622030237,139.73978401727862,8
dataset_augment/Apple/Apple_rust/image (115)_augmented_1548.JPG,0,61241.0,65025.0,0.9418069973087274,1318.2842707633972,256,256,2365,134.56880194640846,132.04740288368905,4
dataset_augment/Apple/Apple_rust/image (188)_augmented_417.JPG,0,38612.0,42606.0,0.9062573346477022,1087.1269783973694,234,239,1849,116.45972754584066,123.23684346835181,22
dataset_augment/Apple/Apple_rust/image (84)_augmented_867.JPG,0,58424.0,63225.0,0.9240648477659154,1406.710676908493,256,256,2210,137.85791797891278,122.46177940572368,8
dataset_augment/Apple/Apple_rust/image (203)_augmented_970.JPG,0,20573.0,33523.0,0.6136980580496972,1266.2759838104248,238,242,1725,115.80537597822389,102.74379040489963,17
dataset_augment/Apple/Apple_rust/image (272)_augmented_827.JPG,0,36230.0,38009.0,0.9531952958509826,857.068103313446,213,248,1710,132.6412641457356,124.50400220811483,30
dataset_augment/Apple/Apple_rust/image (163)_augmented_1508.JPG,0,13191.0,13998.5,0.9423152480622924,535.9898953437805,136,156,1189,133.37593813964065,134.82207565764537,31
dataset_augment/Apple/Apple_rust/image (60)_augmented_1523.JPG,0,25346.0,33500.0,0.7565970149253731,1026.6833273172379,212,223,1780,83.2753491675215,111.66866566716642,14
dataset_augment/Apple/Apple_rust/image (167)_augmented_322.JPG,0,41611.0,51423.0,0.8091904400754526,2125.4434248209,227,256,2103,155.09711374396193,123.14772536108241,12
dataset_augment/Apple/Apple_rust/image (184)_augmented_1143.JPG,0,25096.0,28209.5,0.8896293801733458,911.2863587141037,194,209,1613,126.43680267771757,120.86930188077781,21
dataset_augment/Apple/Apple_rust/image (100)_augmented_1506.JPG,0,48641.0,57456.0,0.8465782511835144,1277.8650048971176,256,256,2153,127.0010690569684,101.29945930387944,7
dataset_augment/Apple/Apple_rust/image (177)_augmented_733.JPG,0,19762.0,23185.0,0.8523614405865861,927.2619735002518,178,163,1291,113.23671693148466,127.1189656917316,14
dataset_augment/Apple/Apple_rust/image (93)_augmented_563.JPG,0,39289.0,47079.5,0.8345245807623276,1511.8206950426102,256,246,1881,131.15551426607956,126.28040927486065,15
dataset_augment/Apple/Apple_rust/image (184)_augmented_551.JPG,0,32723.0,36048.0,0.9077618730581447,940.8427076339722,193,246,1635,116.47755401399627,136.15805396815696,28
dataset_augment/Apple/Apple_rust/image (144)_augmented_1038.JPG,0,31712.0,38296.0,0.8280760392730311,1370.9424374103546,234,216,1806,131.85204339051464,127.2910885469223,21
dataset_augment/Apple/Apple_rust/image (139)_augmented_1190.JPG,0,39781.0,45789.5,0.8687799604712871,1503.4112491607666,222,256,1790,146.67600110605565,133.9564867650386,21
dataset_augment/Apple/Apple_rust/image (109).JPG,0,46535.0,54392.5,0.8555407455071931,1299.2274836301804,250,256,2124,151.44196841087353,115.78957773718706,12
dataset_augment/Apple/Apple_rust/image (17)_augmented_1416.JPG,0,45002.0,54279.0,0.8290867554671235,1363.9066350460052,246,256,2132,133.45002444335807,125.14377138793832,10
dataset_augment/Apple/Apple_rust/image (69)_augmented_631.JPG,0,13503.0,17603.0,0.7670851559393286,816.7178171873093,170,152,1237,128.402799377916,141.45804636006812,14
dataset_augment/Apple/Apple_rust/image (220).JPG,0,36171.0,39358.5,0.9190136819238538,948.4823168516159,232,243,1625,118.0224765696276,130.78748168422217,26
dataset_augment/Apple/Apple_rust/image (100)_augmented_951.JPG,0,45954.0,56938.5,0.8070813245870545,1437.8650048971176,256,256,2236,125.34138486312399,104.3298080689385,7
dataset_augment/Apple/Apple_rust/image (124)_augmented_902.JPG,0,31174.0,41961.5,0.7429191044171443,1429.168608546257,238,256,1926,121.73747353563867,107.20494642971707,13
dataset_augment/Apple/Apple_rust/image (253)_augmented_1345.JPG,0,51683.0,63261.0,0.8169804460884273,1760.1492756605148,256,256,2345,124.80926029835729,139.7089178259776,6
dataset_augment/Apple/Apple_rust/image (110)_augmented_561.JPG,0,52902.0,56277.5,0.9400204344542668,1232.2081507444382,226,256,2220,106.609939132736,126.52149257116933,8
dataset_augment/Apple/Apple_rust/image (7)_augmented_655.JPG,0,10944.0,12665.5,0.8640795862776834,567.1198381185532,140,138,1022,138.9387792397661,127.48172514619883,20
dataset_augment/Apple/Apple_rust/image (33)_augmented_663.JPG,0,31896.0,39894.5,0.7995087042073469,1435.78082883358,256,230,1776,106.05956859794331,122.88098821168799,17
dataset_augment/Apple/Apple_rust/image (16)_augmented_1615.JPG,0,41668.0,48167.0,0.8650735981065875,1337.269113779068,229,256,2187,111.52942305846213,128.27006335797253,13
dataset_augment/Apple/Apple_rust/image (50)_augmented_688.JPG,0,43384.0,48752.0,0.8898916967509025,1159.2863587141037,256,234,1736,135.3209939148073,128.33980269223676,17
dataset_augment/Apple/Apple_rust/image (49).JPG,0,34895.0,42975.5,0.8119742644064641,1374.6000670194626,241,239,2101,141.92457372116348,120.02596360510101,14
dataset_augment/Apple/Apple_rust/image (51)_augmented_916.JPG,0,32915.0,36057.5,0.9128475351868544,959.8721451759338,256,184,1828,129.2653501443111,129.86477289989367,24
dataset_augment/Apple/Apple_rust/image (33)_augmented_893.JPG,0,35094.0,50560.0,0.6941060126582278,2216.3240172863007,256,238,2182,116.6253205676184,155.5571607682225,10
dataset_augment/Apple/Apple_rust/image (144)_augmented_1158.JPG,0,31826.0,38308.5,0.8307816803059374,1316.5099145174026,232,217,1834,131.63630365110288,127.51435932885063,21
dataset_augment/Apple/Apple_rust/image (69)_augmented_989.JPG,0,27850.0,44628.0,0.6240476830689253,1827.449114203453,256,256,1908,116.60201077199282,143.11407540394973,12
dataset_augment/Apple/Apple_rust/image (236).JPG,0,28633.0,32322.5,0.885853507618532,959.3868639469147,190,251,1755,137.10128173785492,136.98351552404569,20
dataset_augment/Apple/Apple_rust/image (255)_augmented_858.JPG,0,38995.0,51381.0,0.7589381288803254,1515.0437180995941,256,245,1979,112.26493140146172,136.8306705987947,10
dataset_augment/Apple/Apple_rust/image (177)_augmented_337.JPG,0,37667.0,45942.0,0.8198815898306561,1557.3355408906937,256,221,1982,124.02312368917089,121.76844452703958,15
dataset_augment/Apple/Apple_rust/image (76)_augmented_389.JPG,0,34226.0,44004.0,0.777792927915644,1794.8868461847305,256,238,1788,111.58592882603868,151.6459124642085,15
dataset_augment/Apple/Apple_rust/image (69)_augmented_779.JPG,0,31959.0,50200.0,0.6366334661354581,2227.873038172722,256,256,1828,127.62298570042867,133.0388310022216,12
dataset_augment/Apple/Apple_rust/image (87)_augmented_308.JPG,0,31733.0,35070.5,0.9048345475542122,927.0020879507065,194,229,1838,123.27088519837393,139.44458450193804,24
dataset_augment/Apple/Apple_rust/image (159)_augmented_654.JPG,0,41089.0,51839.5,0.7926195275803201,1538.587448477745,256,256,1916,146.916279296162,128.4025164885979,9
dataset_augment/Apple/Apple_rust/image (253)_augmented_792.JPG,0,13024.0,13951.0,0.9335531503118056,513.3036036491394,143,146,1027,128.22289619164619,131.079699017199,27
dataset_augment/Apple/Apple_rust/image (24)_augmented_1343.JPG,0,39626.0,41050.5,0.9652988392346012,826.8254626989365,227,256,1780,116.51483874223995,132.4774390551658,29
dataset_augment/Apple/Apple_rust/image (148).JPG,0,40749.0,44753.0,0.9105311375773691,1089.8893901109695,256,221,2091,129.063780706275,130.18815185648728,13
dataset_augment/Apple/Apple_rust/image (154)_augmented_1514.JPG,0,32739.0,42155.5,0.776624639726726,2010.717179775238,250,236,1598,126.31583127157214,98.31619780689697,22
dataset_augment/Apple/Apple_rust/image (250)_augmented_1569.JPG,0,25546.0,30771.5,0.8301837739466714,885.9137753248215,173,245,1673,106.88092069208487,113.1651530572301,20
dataset_augment/Apple/Apple_rust/image (178)_augmented_1480.JPG,0,29637.0,30721.0,0.9647146902770092,731.7127648591995,194,221,1536,115.91540979181428,128.13398792050478,29
dataset_augment/Apple/Apple_rust/image (40)_augmented_702.JPG,0,30097.0,35677.5,0.8435848924392124,981.4284940958023,214,256,1786,118.33777452902282,117.74136957171811,20
dataset_augment/Apple/Apple_rust/image (261).JPG,0,27312.0,28453.0,0.9598987804449443,766.256921172142,228,206,1958,122.95529437609842,133.1297598125366,34
dataset_augment/Apple/Apple_rust/image (45)_augmented_774.JPG,0,16372.0,17401.5,0.9408384334683791,579.0609630346298,137,172,1233,154.80301734668947,132.69295138040556,26
dataset_augment/Apple/Apple_rust/image (223)_augmented_754.JPG,0,44300.0,55176.0,0.8028853124546904,1978.0142805576324,256,239,2090,115.44801354401805,117.42948081264109,11
dataset_augment/Apple/Apple_rust/image (236)_augmented_441.JPG,0,33707.0,37567.5,0.8972383043854395,981.1442233324051,195,256,1855,141.1937579731213,133.4935770018097,24
dataset_augment/Apple/Apple_rust/image (88)_augmented_1318.JPG,0,32303.0,43146.0,0.7486904927455615,1753.139528632164,256,232,1819,130.53617311085657,110.04123456025756,11
dataset_augment/Apple/Apple_rust/image (31)_augmented_1455.JPG,0,8807.0,9794.5,0.8991781101638675,497.6051193475723,82,168,1135,115.21482911320541,150.34517997047803,18
dataset_augment/Apple/Apple_rust/image (216).JPG,0,25727.0,35058.5,0.7338305974300099,1236.7838325500488,205,244,1761,157.06460139153418,128.8877443930501,12
dataset_augment/Apple/Apple_rust/image (50)_augmented_1276.JPG,0,44364.0,51657.5,0.8588104341092775,1304.05591070652,256,253,1912,137.0692678748535,127.20097376251015,15
dataset_augment/Apple/Apple_rust/image (196)_augmented_1095.JPG,0,42333.0,45464.0,0.9311323244765088,1023.8965303897858,246,248,1700,131.14889093614912,129.62780809297712,25
dataset_augment/Apple/Apple_rust/image (86).JPG,0,38911.0,39654.0,0.981262924295153,794.3818116188049,230,239,1660,133.9711392665313,132.66873120711367,41
dataset_augment/Apple/Apple_rust/image (57)_augmented_1298.JPG,0,15973.0,18572.5,0.8600349979808857,731.6883796453476,155,161,1135,116.16678144368622,114.21911976460277,20
dataset_augment/Apple/Apple_rust/image (71)_augmented_1178.JPG,0,41172.0,47702.5,0.8630994182694828,1542.4751765727997,230,256,2127,161.11311085203536,143.55802487127173,10
dataset_augment/Apple/Apple_rust/image (118)_augmented_1101.JPG,0,39975.0,44807.0,0.8921597071886089,1706.3186089992523,232,239,1885,138.7246779237023,121.46056285178237,24
dataset_augment/Apple/Apple_rust/image (69).JPG,0,27850.0,44628.0,0.6240476830689253,1827.449114203453,256,256,1908,116.60201077199282,143.11407540394973,12
dataset_augment/Apple/Apple_rust/image (122)_augmented_1556.JPG,0,42064.0,51045.5,0.8240491326365693,1623.546244263649,246,256,2222,127.50841574743248,126.24610117915557,17
dataset_augment/Apple/Apple_rust/image (33)_augmented_1293.JPG,0,23240.0,30034.0,0.7737897050009989,1622.4105236530304,222,172,1829,112.63209982788295,133.09410499139415,18
dataset_augment/Apple/Apple_rust/image (218)_augmented_875.JPG,0,33071.0,36543.0,0.9049886435158581,909.9554054737091,238,216,1634,125.09760817634786,135.60330803422937,24
dataset_augment/Apple/Apple_rust/image (32)_augmented_1443.JPG,0,20850.0,22473.0,0.9277800026698705,655.5878744125366,167,185,1286,103.47352517985611,140.4632134292566,25
dataset_augment/Apple/Apple_rust/image (241).JPG,0,20228.0,47380.0,0.42693119459687634,2288.0578573942184,256,256,2229,147.8305319359304,68.90231362467867,7
dataset_augment/Apple/Apple_rust/image (59)_augmented_547.JPG,0,45649.0,54593.5,0.8361618141353824,2187.1794199943542,256,251,2071,138.63094481806831,144.72752962825035,9
dataset_augment/Apple/Apple_rust/image (164)_augmented_1137.JPG,0,36220.0,39641.0,0.9137004616432481,910.457931637764,215,248,1806,155.92437879624518,121.90411374930977,21
dataset_augment/Apple/Apple_rust/image (260)_augmented_351.JPG,0,31856.0,38195.0,0.8340358685691844,1016.7594473361969,191,239,1752,84.99660974384732,137.1820379206429,13
dataset_augment/Apple/Apple_rust/image (168).JPG,0,20898.0,29849.0,0.7001239572514992,1027.7716399431229,214,201,1803,81.07187290649823,125.11814527706001,18
dataset_augment/Apple/Apple_rust/image (124)_augmented_1432.JPG,0,36665.0,44499.0,0.8239511000247196,1199.1858534812927,238,256,1790,118.14111550525024,96.25544797490795,16
dataset_augment/Apple/Apple_rust/image (195)_augmented_1040.JPG,0,42236.0,53374.5,0.7913142043485185,1470.5168067216873,229,256,2082,106.54934179373046,117.5928591722701,13
dataset_augment/Apple/Apple_rust/image (221)_augmented_984.JPG,0,30221.0,36169.0,0.8355497801985126,1007.2447285652161,222,238,1620,107.59243572350353,129.85208960656496,10
dataset_augment/Apple/Apple_rust/image (187).JPG,0,37786.0,42918.0,0.8804231324852043,1038.0142805576324,239,230,1807,119.85015614248664,126.8129995236331,22
dataset_augment/Apple/Apple_rust/image (193)_augmented_1326.JPG,0,59852.0,62964.0,0.9505749317070071,1325.847759962082,256,256,2309,119.18092962641181,123.16333622936577,8
dataset_augment/Apple/Apple_rust/image (12)_augmented_917.JPG,0,28322.0,33123.5,0.855042492490226,966.3157962560654,208,196,1544,131.4922674952334,121.66164112703905,24
dataset_augment/Apple/Apple_rust/image (265)_augmented_1616.JPG,0,36127.0,39292.5,0.9194375516956163,935.4701242446899,231,236,1635,137.0804938134913,131.7484429927755,26
dataset_augment/Apple/Apple_rust/image (257)_augmented_1142.JPG,0,16832.0,20369.5,0.8263334887945212,756.2741661071777,156,167,1329,137.54521150190115,139.5566183460076,14
dataset_augment/Apple/Apple_rust/image (257).JPG,0,16739.0,19975.5,0.8379765212385172,777.2447285652161,141,201,1381,127.92550331561026,141.4957882788697,16
